invoice_line_id,invoice_id,invoice_number,invoice_date,grade,standard_code,requested_qty_mt,allocated_qty_mt,shortfall_qty_mt,scenario_status,best_fit_de_available
BULK-INV-5032-L01,BULK-INV-5032,5032,2026-05-03,920,786,1.5,0.0,1.5,unsupported_line,
BULK-INV-5077-L01,BULK-INV-5077,5077,2026-05-03,130,325,0.5,0.0,0.5,not_allocated,
BULK-INV-5122-L01,BULK-INV-5122,5122,2026-05-03,130A,3249B,1.25,0.0,1.25,not_allocated,
BULK-INV-5167-L01,BULK-INV-5167,5167,2026-05-03,130,325,1.25,0.0,1.25,not_allocated,
BULK-INV-5212-L01,BULK-INV-5212,5212,2026-05-03,920,786,1.5,0.0,1.5,unsupported_line,
BULK-INV-5033-L01,BULK-INV-5033,5033,2026-05-04,130,325,1.0,0.0,1.0,not_allocated,
BULK-INV-5033-L02,BULK-INV-5033,5033,2026-05-04,130,325,2.5,0.0,2.5,not_allocated,
BULK-INV-5078-L01,BULK-INV-5078,5078,2026-05-04,130A,3249B,2.0,0.0,2.0,not_allocated,
BULK-INV-5123-L01,BULK-INV-5123,5123,2026-05-04,130,325,1.25,0.0,1.25,not_allocated,
BULK-INV-5123-L02,BULK-INV-5123,5123,2026-05-04,130A,3249B,0.75,0.0,0.75,not_allocated,
BULK-INV-5168-L01,BULK-INV-5168,5168,2026-05-04,130A,3249B,6.0,0.0,6.0,not_allocated,
BULK-INV-5213-L01,BULK-INV-5213,5213,2026-05-04,130A,3249B,4.0,0.0,4.0,not_allocated,
BULK-INV-5034-L01,BULK-INV-5034,5034,2026-05-05,130,325,3.0,0.0,3.0,not_allocated,
BULK-INV-5079-L01,BULK-INV-5079,5079,2026-05-05,130,325,10.0,0.0,10.0,not_allocated,
BULK-INV-5124-L01,BULK-INV-5124,5124,2026-05-05,130,325,20.0,0.0,20.0,not_allocated,
BULK-INV-5169-L01,BULK-INV-5169,5169,2026-05-05,130A,3249B,4.0,0.0,4.0,not_allocated,
BULK-INV-5169-L02,BULK-INV-5169,5169,2026-05-05,130,325,1.0,0.0,1.0,not_allocated,
BULK-INV-5214-L01,BULK-INV-5214,5214,2026-05-05,130A,3249B,2.5,0.0,2.5,not_allocated,
BULK-INV-5035-L01,BULK-INV-5035,5035,2026-05-06,130A,3249B,15.0,0.0,15.0,not_allocated,
BULK-INV-5080-L01,BULK-INV-5080,5080,2026-05-06,130A,3249B,2.0,0.0,2.0,not_allocated,
BULK-INV-5080-L02,BULK-INV-5080,5080,2026-05-06,130,325,0.5,0.0,0.5,not_allocated,
BULK-INV-5125-L01,BULK-INV-5125,5125,2026-05-06,130,325,0.75,0.0,0.75,not_allocated,
BULK-INV-5125-L02,BULK-INV-5125,5125,2026-05-06,130,325,0.75,0.0,0.75,not_allocated,
BULK-INV-5170-L01,BULK-INV-5170,5170,2026-05-06,130,325,6.0,0.0,6.0,not_allocated,
BULK-INV-5215-L01,BULK-INV-5215,5215,2026-05-06,130,325,0.75,0.0,0.75,not_allocated,
BULK-INV-5215-L02,BULK-INV-5215,5215,2026-05-06,130,325,2.0,0.0,2.0,not_allocated,
BULK-INV-5036-L01,BULK-INV-5036,5036,2026-05-07,130,325,2.0,0.0,2.0,not_allocated,
BULK-INV-5081-L01,BULK-INV-5081,5081,2026-05-07,130,325,3.5,0.0,3.5,not_allocated,
BULK-INV-5126-L01,BULK-INV-5126,5126,2026-05-07,130A,3249B,1.5,0.0,1.5,not_allocated,
BULK-INV-5171-L01,BULK-INV-5171,5171,2026-05-07,130,325,1.5,0.0,1.5,not_allocated,
BULK-INV-5216-L01,BULK-INV-5216,5216,2026-05-07,130A,3249B,2.5,0.0,2.5,not_allocated,
BULK-INV-5037-L01,BULK-INV-5037,5037,2026-05-08,130A,3249B,4.0,0.0,4.0,not_allocated,
BULK-INV-5082-L01,BULK-INV-5082,5082,2026-05-08,130,325,0.5,0.0,0.5,not_allocated,
BULK-INV-5082-L02,BULK-INV-5082,5082,2026-05-08,130,325,0.5,0.0,0.5,not_allocated,
BULK-INV-5127-L01,BULK-INV-5127,5127,2026-05-08,130,325,7.5,0.0,7.5,not_allocated,
BULK-INV-5172-L01,BULK-INV-5172,5172,2026-05-08,110,30A,5.0,0.0,5.0,unsupported_line,
BULK-INV-5217-L01,BULK-INV-5217,5217,2026-05-08,130,325,15.0,0.0,15.0,not_allocated,
BULK-INV-5038-L01,BULK-INV-5038,5038,2026-05-09,130,325,1.5,0.0,1.5,not_allocated,
BULK-INV-5083-L01,BULK-INV-5083,5083,2026-05-09,130A,3249B,1.5,0.0,1.5,not_allocated,
BULK-INV-5128-L01,BULK-INV-5128,5128,2026-05-09,130A,3249B,20.0,0.0,20.0,not_allocated,
BULK-INV-5173-L01,BULK-INV-5173,5173,2026-05-09,130A,3249B,0.75,0.0,0.75,not_allocated,
BULK-INV-5218-L01,BULK-INV-5218,5218,2026-05-09,130,325,5.0,0.0,5.0,not_allocated,
BULK-INV-5039-L01,BULK-INV-5039,5039,2026-05-10,130,325,4.0,0.0,4.0,not_allocated,
BULK-INV-5084-L01,BULK-INV-5084,5084,2026-05-10,130A,3249B,0.75,0.0,0.75,not_allocated,
BULK-INV-5084-L02,BULK-INV-5084,5084,2026-05-10,130A,3249B,1.5,0.0,1.5,not_allocated,
BULK-INV-5129-L01,BULK-INV-5129,5129,2026-05-10,130A,3249B,2.5,0.0,2.5,not_allocated,
BULK-INV-5174-L01,BULK-INV-5174,5174,2026-05-10,130A,3249B,7.5,0.0,7.5,not_allocated,
BULK-INV-5219-L01,BULK-INV-5219,5219,2026-05-10,130,325,1.25,0.0,1.25,not_allocated,
BULK-INV-5040-L01,BULK-INV-5040,5040,2026-05-11,130A,3249B,15.0,0.0,15.0,not_allocated,
BULK-INV-5085-L01,BULK-INV-5085,5085,2026-05-11,130A,3249B,2.0,0.0,2.0,not_allocated,
BULK-INV-5130-L01,BULK-INV-5130,5130,2026-05-11,130A,3249B,10.0,0.0,10.0,not_allocated,
BULK-INV-5175-L01,BULK-INV-5175,5175,2026-05-11,130A,3249B,15.0,0.0,15.0,not_allocated,
BULK-INV-5220-L01,BULK-INV-5220,5220,2026-05-11,130,325,4.0,0.0,4.0,not_allocated,
BULK-INV-5220-L02,BULK-INV-5220,5220,2026-05-11,130A,3249B,1.0,0.0,1.0,not_allocated,
BULK-INV-5041-L01,BULK-INV-5041,5041,2026-05-12,130,325,2.0,0.0,2.0,not_allocated,
BULK-INV-5086-L01,BULK-INV-5086,5086,2026-05-12,110,30A,2.0,0.0,2.0,unsupported_line,
BULK-INV-5131-L01,BULK-INV-5131,5131,2026-05-12,130,325,12.0,0.0,12.0,not_allocated,
BULK-INV-5176-L01,BULK-INV-5176,5176,2026-05-12,130A,3249B,0.75,0.0,0.75,not_allocated,
BULK-INV-5221-L01,BULK-INV-5221,5221,2026-05-12,130A,3249B,1.5,0.0,1.5,not_allocated,
BULK-INV-5042-L01,BULK-INV-5042,5042,2026-05-13,130,325,6.0,0.0,6.0,not_allocated,
BULK-INV-5042-L02,BULK-INV-5042,5042,2026-05-13,130A,3249B,3.0,0.0,3.0,not_allocated,
BULK-INV-5087-L01,BULK-INV-5087,5087,2026-05-13,130A,3249B,4.0,0.0,4.0,not_allocated,
BULK-INV-5087-L02,BULK-INV-5087,5087,2026-05-13,130,325,3.0,0.0,3.0,not_allocated,
BULK-INV-5132-L01,BULK-INV-5132,5132,2026-05-13,130,325,4.0,0.0,4.0,not_allocated,
BULK-INV-5177-L01,BULK-INV-5177,5177,2026-05-13,130A,3249B,7.5,0.0,7.5,not_allocated,
BULK-INV-5222-L01,BULK-INV-5222,5222,2026-05-13,130,325,0.5,0.0,0.5,not_allocated,
BULK-INV-5043-L01,BULK-INV-5043,5043,2026-05-14,130A,3249B,6.0,0.0,6.0,not_allocated,
BULK-INV-5088-L01,BULK-INV-5088,5088,2026-05-14,130A,3249B,3.5,0.0,3.5,not_allocated,
BULK-INV-5088-L02,BULK-INV-5088,5088,2026-05-14,130,325,2.5,0.0,2.5,not_allocated,
BULK-INV-5133-L01,BULK-INV-5133,5133,2026-05-14,130A,3249B,5.0,0.0,5.0,not_allocated,
BULK-INV-5133-L02,BULK-INV-5133,5133,2026-05-14,130A,3249B,2.5,0.0,2.5,not_allocated,
BULK-INV-5178-L01,BULK-INV-5178,5178,2026-05-14,130A,3249B,20.0,0.0,20.0,not_allocated,
BULK-INV-5223-L01,BULK-INV-5223,5223,2026-05-14,130A,3249B,10.0,0.0,10.0,not_allocated,
BULK-INV-5044-L01,BULK-INV-5044,5044,2026-05-15,130,325,25.0,0.0,25.0,not_allocated,
BULK-INV-5089-L01,BULK-INV-5089,5089,2026-05-15,920,786,2.0,0.0,2.0,unsupported_line,
BULK-INV-5134-L01,BULK-INV-5134,5134,2026-05-15,130A,3249B,7.5,0.0,7.5,not_allocated,
BULK-INV-5134-L02,BULK-INV-5134,5134,2026-05-15,130,325,1.0,0.0,1.0,not_allocated,
BULK-INV-5179-L01,BULK-INV-5179,5179,2026-05-15,130A,3249B,12.0,0.0,12.0,not_allocated,
BULK-INV-5224-L01,BULK-INV-5224,5224,2026-05-15,130,325,2.5,0.0,2.5,not_allocated,
